"endTime","artistName","trackName","msPlayed","danceability","energy","valence","loudness","instrumentalness","day_of_week","time_of_day","session_id","listener_category","mood"
2023-11-01 07:03:00,"Taylor Swift","This Love (Taylor’s Version)",250100,0.47,0.494,0.0524,-8.672,0,"Wednesday","Morning",92,"Super Listeners","Somber, Reflective, Wistful"
2023-11-01 07:07:00,"Taylor Swift","You Are In Love (Taylor's Version)",267389,0.554,0.509,0.401,-9.403,2.08e-06,"Wednesday","Morning",92,"Super Listeners","Content, Peaceful, Reflective"
2023-11-01 07:11:00,"Taylor Swift","Wildest Dreams (Taylor's Version)",220433,0.587,0.663,0.539,-7.439,9.95e-05,"Wednesday","Morning",92,"Super Listeners","Confident, Empowered, Motivational"
2023-11-01 07:13:00,"Taylor Swift","Now That We Don't Talk (Taylor's Version) (From The Vault)",146436,0.8,0.509,0.0768,-9.386,3.05e-05,"Wednesday","Morning",92,"Super Listeners","Anxious, Intense, Agitated"
2023-11-01 07:18:00,"Taylor Swift","All You Had To Do Was Stay (Taylor's Version)",193289,0.589,0.713,0.54,-5.614,0,"Wednesday","Morning",92,"Super Listeners","Confident, Empowered, Motivational"
2023-11-01 07:25:00,"Taylor Swift","New Romantics (Taylor's Version)",59152,0.653,0.848,0.724,-5.936,4.24e-06,"Wednesday","Morning",92,"Super Listeners","Happy, Energetic, Uplifting"
2023-11-01 18:11:00,"Taylor Swift","Is It Over Now? (Taylor's Version) (From The Vault)",195877,0.599,0.651,0.153,-7.343,0,"Wednesday","Evening",93,"Super Listeners","Anxious, Intense, Agitated"
2023-11-01 18:12:00,"Taylor Swift","Timeless (Taylor’s Version) (From The Vault)",32337,0.629,0.578,0.651,-5.806,0,"Wednesday","Evening",93,"Super Listeners","Fun, Playful, Lively"
2023-11-01 18:15:00,"One Direction","Steal My Girl",228133,0.536,0.768,0.545,-5.948,0,"Wednesday","Evening",93,"Super Listeners","Confident, Empowered, Motivational"
2023-11-01 18:17:00,"Taylor Swift","Cruel Summer",82022,0.552,0.702,0.564,-5.707,2.06e-05,"Wednesday","Evening",93,"Super Listeners","Confident, Empowered, Motivational"
2023-11-01 18:18:00,"One Direction","Steal My Girl",65343,0.536,0.768,0.545,-5.948,0,"Wednesday","Evening",93,"Super Listeners","Confident, Empowered, Motivational"
2023-11-01 18:21:00,"Taylor Swift","Cruel Summer",178426,0.552,0.702,0.564,-5.707,2.06e-05,"Wednesday","Evening",93,"Super Listeners","Confident, Empowered, Motivational"
2023-11-01 18:25:00,"Conan Gray","Wish You Were Sober",10485,0.701,0.728,0.696,-5.226,0,"Wednesday","Evening",93,"Light Listeners","Happy, Energetic, Uplifting"
2023-11-01 18:25:00,"One Direction","Perfect",230333,0.648,0.822,0.397,-5.231,0,"Wednesday","Evening",93,"Super Listeners","Balanced, Neutral, Easy-going"
2023-11-01 18:28:00,"One Direction","Steal My Girl",138901,0.536,0.768,0.545,-5.948,0,"Wednesday","Evening",93,"Super Listeners","Confident, Empowered, Motivational"
2023-11-01 18:32:00,"Taylor Swift","How You Get The Girl (Taylor's Version)",247533,0.761,0.67,0.519,-5.956,1.08e-05,"Wednesday","Evening",93,"Super Listeners","Confident, Empowered, Motivational"
2023-11-01 18:36:00,"Taylor Swift","This Love (Taylor’s Version)",87592,0.47,0.494,0.0524,-8.672,0,"Wednesday","Evening",93,"Super Listeners","Somber, Reflective, Wistful"
2023-11-01 18:40:00,"Taylor Swift","Say Don't Go (Taylor's Version) (From The Vault)",279833,0.632,0.539,0.186,-8.375,5.82e-06,"Wednesday","Evening",93,"Super Listeners","Anxious, Intense, Agitated"
2023-11-01 18:41:00,"Taylor Swift","Now That We Don't Talk (Taylor's Version) (From The Vault)",10193,0.8,0.509,0.0768,-9.386,3.05e-05,"Wednesday","Evening",93,"Super Listeners","Anxious, Intense, Agitated"
2023-11-01 22:05:00,"Taylor Swift","How You Get The Girl (Taylor's Version)",247533,0.761,0.67,0.519,-5.956,1.08e-05,"Wednesday","LateNight",94,"Super Listeners","Confident, Empowered, Motivational"
2023-11-01 22:09:00,"Taylor Swift","You Belong With Me (Taylor’s Version)",231124,0.632,0.773,0.474,-4.856,0,"Wednesday","LateNight",94,"Super Listeners","Fun, Playful, Lively"
2023-11-01 22:13:00,"Taylor Swift","Red (Taylor's Version)",223093,0.516,0.777,0.408,-4.908,1.62e-06,"Wednesday","LateNight",94,"Super Listeners","Fun, Playful, Lively"
2023-11-01 22:16:00,"Taylor Swift","Starlight (Taylor's Version)",220413,0.628,0.685,0.605,-5.864,0,"Wednesday","LateNight",94,"Super Listeners","Confident, Empowered, Motivational"
2023-11-01 22:20:00,"Taylor Swift","I Know Places (Taylor's Version)",195700,0.572,0.807,0.626,-5.348,0,"Wednesday","LateNight",94,"Super Listeners","Happy, Energetic, Uplifting"
2023-11-01 22:23:00,"Taylor Swift","Welcome To New York (Taylor's Version)",212600,0.76,0.602,0.685,-4.871,0.000133,"Wednesday","LateNight",94,"Super Listeners","Confident, Empowered, Motivational"
2023-11-01 22:31:00,"Taylor Swift","Wonderland (Taylor's Version)",53138,0.387,0.703,0.32,-5.956,1.1e-05,"Wednesday","LateNight",94,"Super Listeners","Balanced, Neutral, Easy-going"
2023-11-01 22:44:00,"Taylor Swift","Wonderland (Taylor's Version)",18688,0.387,0.703,0.32,-5.956,1.1e-05,"Wednesday","LateNight",94,"Super Listeners","Balanced, Neutral, Easy-going"
2023-11-01 22:46:00,"Taylor Swift","Blank Space (Taylor's Version)",88789,0.732,0.719,0.71,-5.469,0,"Wednesday","LateNight",94,"Super Listeners","Happy, Energetic, Uplifting"
2023-11-01 22:51:00,"Taylor Swift","Say Don't Go (Taylor's Version) (From The Vault)",279833,0.632,0.539,0.186,-8.375,5.82e-06,"Wednesday","LateNight",94,"Super Listeners","Anxious, Intense, Agitated"
2023-11-02 00:57:00,"Taylor Swift","Say Don't Go (Taylor's Version) (From The Vault)",278666,0.632,0.539,0.186,-8.375,5.82e-06,"Thursday","Night",95,"Super Listeners","Anxious, Intense, Agitated"
2023-11-02 01:00:00,"Taylor Swift","Now That We Don't Talk (Taylor's Version) (From The Vault)",146436,0.8,0.509,0.0768,-9.386,3.05e-05,"Thursday","Night",95,"Super Listeners","Anxious, Intense, Agitated"
2023-11-02 01:15:00,"Taylor Swift","Suburban Legends (Taylor's Version) (From The Vault)",97008,0.695,0.607,0.394,-8.84,0,"Thursday","Night",95,"Super Listeners","Balanced, Neutral, Easy-going"
2023-11-02 01:39:00,"Taylor Swift","How You Get The Girl (Taylor's Version)",290837,0.761,0.67,0.519,-5.956,1.08e-05,"Thursday","Night",95,"Super Listeners","Confident, Empowered, Motivational"
2023-11-02 02:23:00,"Taylor Swift","How You Get The Girl (Taylor's Version)",151949,0.761,0.67,0.519,-5.956,1.08e-05,"Thursday","Night",96,"Super Listeners","Confident, Empowered, Motivational"
2023-11-02 02:27:00,"Taylor Swift","This Love (Taylor’s Version)",250100,0.47,0.494,0.0524,-8.672,0,"Thursday","Night",96,"Super Listeners","Somber, Reflective, Wistful"
2023-11-02 02:30:00,"Taylor Swift","I Know Places (Taylor's Version)",195700,0.572,0.807,0.626,-5.348,0,"Thursday","Night",96,"Super Listeners","Happy, Energetic, Uplifting"
2023-11-02 02:35:00,"Taylor Swift","Clean (Taylor's Version)",271000,0.782,0.379,0.267,-8.964,2.98e-05,"Thursday","Night",96,"Super Listeners","Somber, Reflective, Wistful"
2023-11-02 02:39:00,"Taylor Swift","Wonderland (Taylor's Version)",245566,0.387,0.703,0.32,-5.956,1.1e-05,"Thursday","Night",96,"Super Listeners","Balanced, Neutral, Easy-going"
2023-11-02 02:43:00,"Taylor Swift","You Are In Love (Taylor's Version)",267389,0.554,0.509,0.401,-9.403,2.08e-06,"Thursday","Night",96,"Super Listeners","Content, Peaceful, Reflective"
2023-11-02 02:47:00,"Taylor Swift","New Romantics (Taylor's Version)",230177,0.653,0.848,0.724,-5.936,4.24e-06,"Thursday","Night",96,"Super Listeners","Happy, Energetic, Uplifting"
2023-11-02 02:50:00,"Taylor Swift","""Slut!"" (Taylor's Version) (From The Vault)",180381,0.621,0.415,0.313,-13.187,0.000112,"Thursday","Night",96,"Super Listeners","Somber, Reflective, Wistful"
2023-11-02 02:55:00,"Taylor Swift","Say Don't Go (Taylor's Version) (From The Vault)",279833,0.632,0.539,0.186,-8.375,5.82e-06,"Thursday","Night",96,"Super Listeners","Anxious, Intense, Agitated"
2023-11-02 03:12:00,"Taylor Swift","Now That We Don't Talk (Taylor's Version) (From The Vault)",146436,0.8,0.509,0.0768,-9.386,3.05e-05,"Thursday","Night",96,"Super Listeners","Anxious, Intense, Agitated"
2023-11-02 03:15:00,"Taylor Swift","Suburban Legends (Taylor's Version) (From The Vault)",171818,0.695,0.607,0.394,-8.84,0,"Thursday","Night",96,"Super Listeners","Balanced, Neutral, Easy-going"
2023-11-02 03:17:00,"Taylor Swift","Is It Over Now? (Taylor's Version) (From The Vault)",104559,0.599,0.651,0.153,-7.343,0,"Thursday","Night",96,"Super Listeners","Anxious, Intense, Agitated"
2023-11-02 03:57:00,"One Direction","Steal My Girl",228133,0.536,0.768,0.545,-5.948,0,"Thursday","Night",97,"Super Listeners","Confident, Empowered, Motivational"
2023-11-02 04:01:00,"Taylor Swift","Gorgeous",209680,0.8,0.535,0.451,-6.684,9.48e-06,"Thursday","Night",97,"Super Listeners","Content, Peaceful, Reflective"
2023-11-02 04:04:00,"One Direction","Best Song Ever",200106,0.652,0.877,0.486,-2.986,0,"Thursday","Night",97,"Super Listeners","Fun, Playful, Lively"
2023-11-02 04:06:00,"Katy Perry","I Kissed A Girl",128614,0.702,0.76,0.696,-3.174,0,"Thursday","Night",97,"Light Listeners","Happy, Energetic, Uplifting"
2023-11-02 04:10:00,"One Direction","What Makes You Beautiful",199986,0.726,0.787,0.888,-2.494,0,"Thursday","Night",97,"Super Listeners","Happy, Energetic, Uplifting"
2023-11-02 04:10:00,"Bridgit Mendler","Ready or Not",35993,0.715,0.872,0.748,-3.835,3.84e-05,"Thursday","Night",97,"Light Listeners","Happy, Energetic, Uplifting"
2023-11-02 04:14:00,"One Direction","Perfect",230333,0.648,0.822,0.397,-5.231,0,"Thursday","Night",97,"Super Listeners","Balanced, Neutral, Easy-going"
2023-11-02 04:15:00,"One Direction","One Thing",30549,0.713,0.718,0.656,-3.806,0,"Thursday","Night",97,"Super Listeners","Happy, Energetic, Uplifting"
2023-11-02 18:46:00,"Olivia Rodrigo","All I Want - From ""High School Musical: The Musical: The Series""",14997,0.376,0.43,0.129,-6.585,0,"Thursday","Evening",98,"Super Listeners","Gritty, Raw, Intense"
2023-11-02 18:50:00,"Taylor Swift","Say Don't Go (Taylor's Version) (From The Vault)",279833,0.632,0.539,0.186,-8.375,5.82e-06,"Thursday","Evening",98,"Super Listeners","Anxious, Intense, Agitated"
2023-11-02 18:52:00,"Taylor Swift","Suburban Legends (Taylor's Version) (From The Vault)",13440,0.695,0.607,0.394,-8.84,0,"Thursday","Evening",98,"Super Listeners","Balanced, Neutral, Easy-going"
2023-11-02 18:52:00,"Taylor Swift","Now That We Don't Talk (Taylor's Version) (From The Vault)",87761,0.8,0.509,0.0768,-9.386,3.05e-05,"Thursday","Evening",98,"Super Listeners","Anxious, Intense, Agitated"
2023-11-02 18:52:00,"Taylor Swift","Is It Over Now? (Taylor's Version) (From The Vault)",10346,0.599,0.651,0.153,-7.343,0,"Thursday","Evening",98,"Super Listeners","Anxious, Intense, Agitated"
2023-11-02 18:55:00,"Taylor Swift","How You Get The Girl (Taylor's Version)",180160,0.761,0.67,0.519,-5.956,1.08e-05,"Thursday","Evening",98,"Super Listeners","Confident, Empowered, Motivational"
2023-11-02 19:03:00,"Taylor Swift","This Love (Taylor’s Version)",27584,0.47,0.494,0.0524,-8.672,0,"Thursday","Evening",98,"Super Listeners","Somber, Reflective, Wistful"
2023-11-02 22:03:00,"Taylor Swift","How You Get The Girl (Taylor's Version)",245774,0.761,0.67,0.519,-5.956,1.08e-05,"Thursday","LateNight",99,"Super Listeners","Confident, Empowered, Motivational"
2023-11-02 22:04:00,"Taylor Swift","This Love (Taylor’s Version)",53745,0.47,0.494,0.0524,-8.672,0,"Thursday","LateNight",99,"Super Listeners","Somber, Reflective, Wistful"
2023-11-02 22:07:00,"Taylor Swift","I Know Places (Taylor's Version)",195700,0.572,0.807,0.626,-5.348,0,"Thursday","LateNight",99,"Super Listeners","Happy, Energetic, Uplifting"
2023-11-02 22:10:00,"Taylor Swift","Clean (Taylor's Version)",127990,0.782,0.379,0.267,-8.964,2.98e-05,"Thursday","LateNight",99,"Super Listeners","Somber, Reflective, Wistful"
2023-11-03 00:12:00,"Taylor Swift","How You Get The Girl (Taylor's Version)",77034,0.761,0.67,0.519,-5.956,1.08e-05,"Friday","Night",100,"Super Listeners","Confident, Empowered, Motivational"
2023-11-03 00:16:00,"One Direction","Steal My Girl",228133,0.536,0.768,0.545,-5.948,0,"Friday","Night",100,"Super Listeners","Confident, Empowered, Motivational"
2023-11-03 00:18:00,"Taylor Swift","Cruel Summer",97916,0.552,0.702,0.564,-5.707,2.06e-05,"Friday","Night",100,"Super Listeners","Confident, Empowered, Motivational"
2023-11-03 00:21:00,"One Direction","What Makes You Beautiful",199986,0.726,0.787,0.888,-2.494,0,"Friday","Night",100,"Super Listeners","Happy, Energetic, Uplifting"
2023-11-03 00:21:00,"Bridgit Mendler","Ready or Not",15641,0.715,0.872,0.748,-3.835,3.84e-05,"Friday","Night",100,"Light Listeners","Happy, Energetic, Uplifting"
2023-11-03 00:22:00,"Selena Gomez & The Scene","Who Says",11072,0.682,0.927,0.744,-2.915,0,"Friday","Night",100,"Light Listeners","Happy, Energetic, Uplifting"
2023-11-03 00:25:00,"One Direction","Steal My Girl",228133,0.536,0.768,0.545,-5.948,0,"Friday","Night",100,"Super Listeners","Confident, Empowered, Motivational"
2023-11-03 00:28:00,"Taylor Swift","Cruel Summer",178426,0.552,0.702,0.564,-5.707,2.06e-05,"Friday","Night",100,"Super Listeners","Confident, Empowered, Motivational"
2023-11-03 00:29:00,"Vanessa Carlton","A Thousand Miles",12237,0.56,0.825,0.268,-3.862,0,"Friday","Night",100,"Light Listeners","Anxious, Intense, Agitated"
2023-11-03 00:34:00,"Taylor Swift","Timeless (Taylor’s Version) (From The Vault)",321396,0.629,0.578,0.651,-5.806,0,"Friday","Night",100,"Super Listeners","Fun, Playful, Lively"
2023-11-03 00:39:00,"Taylor Swift","Untouchable (Taylor’s Version)",312107,0.393,0.531,0.224,-6.112,0,"Friday","Night",100,"Super Listeners","Gritty, Raw, Intense"
2023-11-03 00:43:00,"Taylor Swift","no body, no crime (feat. HAIM)",215626,0.546,0.613,0.535,-7.589,0,"Friday","Night",100,"Super Listeners","Confident, Empowered, Motivational"
2023-11-03 00:47:00,"Taylor Swift","august",261922,0.532,0.623,0.403,-9.208,7.28e-05,"Friday","Night",100,"Super Listeners","Fun, Playful, Lively"
2023-11-03 00:48:00,"Taylor Swift","Babe (Taylor's Version) (From The Vault)",64183,0.584,0.743,0.746,-7.075,2.83e-06,"Friday","Night",100,"Super Listeners","Happy, Energetic, Uplifting"
2023-11-03 00:51:00,"Taylor Swift","Babe (Taylor's Version) (From The Vault)",160061,0.584,0.743,0.746,-7.075,2.83e-06,"Friday","Night",100,"Super Listeners","Happy, Energetic, Uplifting"
2023-11-03 00:54:00,"Taylor Swift","Mary's Song (Oh My My My)",213080,0.403,0.627,0.374,-5.28,0,"Friday","Night",100,"Super Listeners","Balanced, Neutral, Easy-going"
2023-11-03 01:00:00,"Taylor Swift","All Too Well (Taylor's Version)",329160,0.631,0.518,0.205,-8.771,0,"Friday","Night",100,"Super Listeners","Anxious, Intense, Agitated"
2023-11-03 01:04:00,"Taylor Swift","This Love (Taylor’s Version)",250100,0.47,0.494,0.0524,-8.672,0,"Friday","Night",100,"Super Listeners","Somber, Reflective, Wistful"
2023-11-03 01:09:00,"Taylor Swift","Cornelia Street",287266,0.824,0.624,0.248,-9.728,0.000189,"Friday","Night",100,"Super Listeners","Anxious, Intense, Agitated"
2023-11-03 01:13:00,"Taylor Swift","The Great War",240355,0.57,0.747,0.574,-8.93,2.32e-05,"Friday","Night",100,"Super Listeners","Confident, Empowered, Motivational"
2023-11-03 01:17:00,"Taylor Swift","Begin Again (Taylor's Version)",238866,0.519,0.527,0.267,-7.673,0,"Friday","Night",100,"Super Listeners","Anxious, Intense, Agitated"
2023-11-03 01:21:00,"Taylor Swift","Don’t Blame Me",236413,0.615,0.534,0.193,-6.719,1.76e-05,"Friday","Night",100,"Super Listeners","Anxious, Intense, Agitated"
2023-11-03 01:25:00,"Taylor Swift","willow",214706,0.392,0.574,0.529,-9.195,0.00179,"Friday","Night",100,"Super Listeners","Relaxed, Positive, Easy-going"
2023-11-03 01:29:00,"Taylor Swift","Hey Stephen (Taylor’s Version)",254254,0.788,0.571,0.797,-6.135,0,"Friday","Night",100,"Super Listeners","Fun, Playful, Lively"
2023-11-03 01:33:00,"Taylor Swift","Starlight (Taylor's Version)",220413,0.628,0.685,0.605,-5.864,0,"Friday","Night",100,"Super Listeners","Confident, Empowered, Motivational"
2023-11-03 01:36:00,"Taylor Swift","False God",200306,0.739,0.32,0.351,-10.862,0.000147,"Friday","Night",100,"Super Listeners","Somber, Reflective, Wistful"
2023-11-03 01:40:00,"Taylor Swift","Come Back...Be Here (Taylor's Version)",223333,0.46,0.632,0.399,-6.031,0,"Friday","Night",100,"Super Listeners","Balanced, Neutral, Easy-going"
2023-11-03 01:43:00,"Taylor Swift","Our Song",201106,0.668,0.672,0.539,-4.931,0,"Friday","Night",100,"Super Listeners","Confident, Empowered, Motivational"
2023-11-03 01:47:00,"Taylor Swift","Red (Taylor's Version)",193975,0.516,0.777,0.408,-4.908,1.62e-06,"Friday","Night",100,"Super Listeners","Fun, Playful, Lively"
2023-11-03 01:50:00,"Taylor Swift","Blank Space",231826,0.753,0.678,0.583,-5.421,1.64e-06,"Friday","Night",100,"Super Listeners","Confident, Empowered, Motivational"
2023-11-03 01:55:00,"Taylor Swift","august",261920,0.532,0.623,0.403,-9.208,7.28e-05,"Friday","Night",100,"Super Listeners","Fun, Playful, Lively"
2023-11-03 01:59:00,"Taylor Swift","Treacherous (Taylor's Version)",242720,0.645,0.593,0.299,-6.506,0.000127,"Friday","Night",100,"Super Listeners","Anxious, Intense, Agitated"
2023-11-03 02:02:00,"Taylor Swift","Bejeweled",194165,0.687,0.551,0.443,-9.202,0.000143,"Friday","Night",100,"Super Listeners","Content, Peaceful, Reflective"
2023-11-03 02:06:00,"Taylor Swift","hoax",220040,0.662,0.181,0.429,-15.065,3.86e-06,"Friday","Night",100,"Super Listeners","Content, Peaceful, Reflective"
2023-11-03 02:10:00,"Taylor Swift","Clean",271000,0.782,0.379,0.267,-8.964,2.98e-05,"Friday","Night",100,"Super Listeners","Somber, Reflective, Wistful"
2023-11-03 02:14:00,"Taylor Swift","Hits Different",234466,0.666,0.786,0.261,-6.556,3.34e-06,"Friday","Night",100,"Super Listeners","Anxious, Intense, Agitated"
2023-11-03 02:18:00,"Taylor Swift","The Other Side Of The Door (Taylor’s Version)",238443,0.432,0.873,0.629,-4.367,0,"Friday","Night",100,"Super Listeners","Confident, Empowered, Motivational"
2023-11-03 02:23:00,"Taylor Swift","Castles Crumbling (feat. Hayley Williams) (Taylor’s Version) (From The Vault)",306062,0.578,0.565,0.351,-8.064,0,"Friday","Night",100,"Super Listeners","Balanced, Neutral, Easy-going"
2023-11-03 02:28:00,"Taylor Swift","State Of Grace (Taylor's Version)",265190,0.594,0.713,0.328,-5.314,0,"Friday","Night",100,"Super Listeners","Balanced, Neutral, Easy-going"
2023-11-03 02:32:00,"Taylor Swift","Haunted (Taylor's Version)",245413,0.44,0.916,0.371,-1.927,0,"Friday","Night",100,"Super Listeners","Balanced, Neutral, Easy-going"
2023-11-03 02:36:00,"Taylor Swift","When Emma Falls in Love (Taylor’s Version) (From The Vault)",252385,0.524,0.759,0.234,-4.714,0,"Friday","Night",100,"Super Listeners","Anxious, Intense, Agitated"
2023-11-03 02:40:00,"Taylor Swift","I'm Only Me When I'm With You",213053,0.563,0.934,0.518,-3.629,0.000807,"Friday","Night",100,"Super Listeners","Confident, Empowered, Motivational"
2023-11-03 02:43:00,"Taylor Swift","The Very First Night (Taylor's Version) (From The Vault)",200280,0.678,0.733,0.581,-5.025,0,"Friday","Night",100,"Super Listeners","Confident, Empowered, Motivational"
2023-11-03 02:47:00,"Taylor Swift","Fearless (Taylor’s Version)",241591,0.569,0.741,0.43,-4.963,0,"Friday","Night",100,"Super Listeners","Fun, Playful, Lively"
2023-11-03 02:51:00,"Taylor Swift","The Way I Loved You (Taylor’s Version)",243136,0.402,0.732,0.472,-4.665,0,"Friday","Night",100,"Super Listeners","Balanced, Neutral, Easy-going"
2023-11-03 02:54:00,"Taylor Swift","Picture To Burn",173066,0.658,0.877,0.821,-2.098,0,"Friday","Night",100,"Super Listeners","Happy, Energetic, Uplifting"
2023-11-03 02:59:00,"Taylor Swift","I Can See You (Taylor’s Version) (From The Vault)",268948,0.695,0.768,0.813,-4.883,0,"Friday","Night",100,"Super Listeners","Happy, Energetic, Uplifting"
2023-11-03 03:02:00,"Taylor Swift","Lavender Haze",202395,0.735,0.449,0.0955,-10.56,0.00126,"Friday","Night",100,"Super Listeners","Somber, Reflective, Wistful"
2023-11-03 03:06:00,"Taylor Swift","Shake It Off",219200,0.647,0.785,0.943,-5.414,0,"Friday","Night",100,"Super Listeners","Happy, Energetic, Uplifting"
2023-11-03 03:10:00,"Taylor Swift","Sparks Fly (Taylor’s Version)",261230,0.605,0.769,0.366,-2.413,0,"Friday","Night",100,"Super Listeners","Balanced, Neutral, Easy-going"
2023-11-03 03:14:00,"Taylor Swift","Speak Now (Taylor's Version)",242473,0.734,0.686,0.598,-2.926,0,"Friday","Night",100,"Super Listeners","Confident, Empowered, Motivational"
2023-11-03 03:18:00,"Taylor Swift","End Game",244826,0.649,0.589,0.151,-6.237,0,"Friday","Night",100,"Super Listeners","Anxious, Intense, Agitated"
2023-11-03 03:22:00,"Taylor Swift","Delicate",232253,0.75,0.404,0.0499,-10.178,0.000357,"Friday","Night",100,"Super Listeners","Somber, Reflective, Wistful"
2023-11-03 03:26:00,"Taylor Swift","If This Was A Movie (Taylor’s Version)",237022,0.471,0.699,0.234,-3.745,0,"Friday","Night",100,"Super Listeners","Anxious, Intense, Agitated"
2023-11-03 03:30:00,"Taylor Swift","Gorgeous",209680,0.8,0.535,0.451,-6.684,9.48e-06,"Friday","Night",100,"Super Listeners","Content, Peaceful, Reflective"
2023-11-03 03:33:00,"Taylor Swift","London Boy",190240,0.695,0.71,0.557,-6.639,0.000104,"Friday","Night",100,"Super Listeners","Confident, Empowered, Motivational"
2023-11-03 03:37:00,"Taylor Swift","Style",231000,0.514,0.821,0.298,-4.803,0.0232,"Friday","Night",100,"Super Listeners","Anxious, Intense, Agitated"
2023-11-03 03:41:00,"Taylor Swift","The Lucky One (Taylor's Version)",240466,0.686,0.571,0.538,-7.138,0,"Friday","Night",100,"Super Listeners","Content, Peaceful, Reflective"
2023-11-03 03:44:00,"Taylor Swift","Snow On The Beach (feat. Lana Del Rey)",169152,0.664,0.399,0.265,-10.997,3.13e-06,"Friday","Night",100,"Super Listeners","Somber, Reflective, Wistful"
2023-11-03 03:49:00,"Taylor Swift","The Story Of Us (Taylor's Version)",267653,0.516,0.784,0.552,-2.636,0,"Friday","Night",100,"Super Listeners","Confident, Empowered, Motivational"
2023-11-03 03:52:00,"Taylor Swift","Teardrops On My Guitar - Radio Single Remix",203040,0.621,0.417,0.289,-6.941,0,"Friday","Night",100,"Super Listeners","Somber, Reflective, Wistful"
2023-11-03 03:56:00,"Taylor Swift","cardigan",239560,0.613,0.581,0.551,-8.588,0.000345,"Friday","Night",100,"Super Listeners","Content, Peaceful, Reflective"
2023-11-03 04:00:00,"Taylor Swift","New Romantics",230466,0.653,0.848,0.724,-5.936,4.24e-06,"Friday","Night",100,"Super Listeners","Happy, Energetic, Uplifting"
2023-11-03 04:04:00,"Taylor Swift","invisible string",252880,0.653,0.452,0.45,-11.143,7.73e-05,"Friday","Night",100,"Super Listeners","Content, Peaceful, Reflective"
2023-11-03 04:08:00,"Taylor Swift","The Outside",207106,0.589,0.805,0.591,-4.055,0,"Friday","Night",100,"Super Listeners","Confident, Empowered, Motivational"
2023-11-03 04:09:00,"Taylor Swift","Wildest Dreams",109040,0.587,0.663,0.539,-7.439,9.95e-05,"Friday","Night",100,"Super Listeners","Confident, Empowered, Motivational"
2023-11-03 04:17:00,"One Direction","Steal My Girl",453754,0.536,0.768,0.545,-5.948,0,"Friday","Night",100,"Super Listeners","Confident, Empowered, Motivational"
2023-11-03 04:20:00,"Taylor Swift","Shake It Off (Taylor's Version)",172351,0.632,0.805,0.903,-5.707,2.51e-05,"Friday","Night",100,"Super Listeners","Happy, Energetic, Uplifting"
2023-11-03 04:30:00,"Taylor Swift","Say Don't Go (Taylor's Version) (From The Vault)",137557,0.632,0.539,0.186,-8.375,5.82e-06,"Friday","Night",100,"Super Listeners","Anxious, Intense, Agitated"
2023-11-03 05:50:00,"Taylor Swift","Say Don't Go (Taylor's Version) (From The Vault)",284036,0.632,0.539,0.186,-8.375,5.82e-06,"Friday","Night",101,"Super Listeners","Anxious, Intense, Agitated"
2023-11-03 05:51:00,"Taylor Swift","Now That We Don't Talk (Taylor's Version) (From The Vault)",66556,0.8,0.509,0.0768,-9.386,3.05e-05,"Friday","Night",101,"Super Listeners","Anxious, Intense, Agitated"
2023-11-03 18:10:00,"Taylor Swift","Now That We Don't Talk (Taylor's Version) (From The Vault)",16341,0.8,0.509,0.0768,-9.386,3.05e-05,"Friday","Evening",102,"Super Listeners","Anxious, Intense, Agitated"
2023-11-03 18:14:00,"Taylor Swift","Welcome To New York (Taylor's Version)",212600,0.76,0.602,0.685,-4.871,0.000133,"Friday","Evening",102,"Super Listeners","Confident, Empowered, Motivational"
2023-11-03 18:17:00,"Taylor Swift","I Wish You Would (Taylor's Version)",194302,0.671,0.853,0.523,-6.568,9.48e-06,"Friday","Evening",102,"Super Listeners","Confident, Empowered, Motivational"
2023-11-03 22:15:00,"Taylor Swift","Say Don't Go (Taylor's Version) (From The Vault)",149482,0.632,0.539,0.186,-8.375,5.82e-06,"Friday","LateNight",103,"Super Listeners","Anxious, Intense, Agitated"
2023-11-04 04:34:00,"Taylor Swift","Say Don't Go (Taylor's Version) (From The Vault)",46506,0.632,0.539,0.186,-8.375,5.82e-06,"Saturday","Night",104,"Super Listeners","Anxious, Intense, Agitated"
2023-11-04 04:38:00,"Taylor Swift","How You Get The Girl (Taylor's Version)",247533,0.761,0.67,0.519,-5.956,1.08e-05,"Saturday","Night",104,"Super Listeners","Confident, Empowered, Motivational"
2023-11-04 04:39:00,"Taylor Swift","This Love (Taylor’s Version)",50343,0.47,0.494,0.0524,-8.672,0,"Saturday","Night",104,"Super Listeners","Somber, Reflective, Wistful"
2023-11-04 04:44:00,"Taylor Swift","You Are In Love (Taylor's Version)",267389,0.554,0.509,0.401,-9.403,2.08e-06,"Saturday","Night",104,"Super Listeners","Content, Peaceful, Reflective"
2023-11-04 04:48:00,"Taylor Swift","New Romantics (Taylor's Version)",230177,0.653,0.848,0.724,-5.936,4.24e-06,"Saturday","Night",104,"Super Listeners","Happy, Energetic, Uplifting"
2023-11-04 04:51:00,"Taylor Swift","""Slut!"" (Taylor's Version) (From The Vault)",180381,0.621,0.415,0.313,-13.187,0.000112,"Saturday","Night",104,"Super Listeners","Somber, Reflective, Wistful"
